name,category,region,address,lat,lon,phone,email,website,website_live,facebook,instagram,rating,review_count,completeness_score,source,scraped_at
Proline Studio,photographer,Mount Lebanon,,33.6428969,35.731178,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Nada Flowers,florist,Mount Lebanon,,33.6429806,35.7312206,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Abu Yussef,supermarket,Mount Lebanon,,33.6423916,35.7295206,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Simona,beauty,Mount Lebanon,,33.6423497,35.7294618,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
KSC,supermarket,Mount Lebanon,,33.6420088,35.7289548,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kassis Workshop,carpenter,Mount Lebanon,,33.6419624,35.7288773,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Fast Service Shop,tyres,Mount Lebanon,,33.6417665,35.7285646,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Food Supplies,wholesale,Mount Lebanon,,33.6418451,35.728683,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Dourine Pharmacy,chemist,Mount Lebanon,,33.6394975,35.7258449,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hospital Shop,yes,Mount Lebanon,,33.638958,35.7258532,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Mansour Gas Station,fuel,Mount Lebanon,,33.6369902,35.7242141,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Snack Saber,fast_food,Mount Lebanon,,33.6366515,35.7233262,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Nasmat Al Bekaa,fast_food,Mount Lebanon,,33.6369665,35.7249215,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Laiterie Massabki,yes,Mount Lebanon,,33.6417309,35.7243351,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
تمثال الكرمة,fountain,Bekaa,,33.8386243,35.9121862,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Bread & Beans,cafe,Bekaa,"Rue Haouch El Oumara, Zahlé",33.8364599,35.9104683,,,,,,https://instagram.com/breadnbeans_zahle,,,2,osm,2026-05-04T05:55:01.794291Z
Mabouf Market,supermarket,Mount Lebanon,الفيدار,34.0985913,35.6514577,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Marché des Aliments Frais,supermarket,Mount Lebanon,,33.8507867,35.5720408,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
IPT,fuel,Mount Lebanon,jbeil,34.1196367,35.6566456,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
IPT,fuel,Mount Lebanon,حالات,34.0842765,35.6540894,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Classic Burger,fast_food,Mount Lebanon,ريفون,33.9786492,35.7074596,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Lina's Paris,cafe,Mount Lebanon,ريفون,33.9786369,35.7075312,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Obi sushi,restaurant,Mount Lebanon,ريفون,33.9786156,35.7075989,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Malak Al Tawouk,fast_food,Mount Lebanon,ريفون,33.9785924,35.7068844,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مستوصف هيئة الإسعاف الشعبي,clinic,Beirut,,33.8836921,35.5005179,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
آي بي تي,fuel,Mount Lebanon,عاريا,33.831224,35.5909583,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مستوصف بعاصير البلدي,clinic,Mount Lebanon,,33.6579995,35.4364507,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
طوطال,fuel,Beirut,بيروت,33.8954082,35.5610892,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
BP,fuel,Beirut,,33.8914941,35.5360776,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Medco Service Station UNESCO,fuel,Beirut,شارع الشيخ صباح السالم الصباح,33.8773959,35.4858358,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
traboulsi,flooring,Mount Lebanon,,33.8888804,35.5651252,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدكو,fuel,Bekaa,زحلة,33.8400831,35.9114358,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Abou El Zahab,bicycle,Beirut,"شارع مدحت باشا, Beyrouth",33.8918095,35.4917556,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
محل الصابون,beauty,Mount Lebanon,,33.6880493,35.550671,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
هايبكو,fuel,Mount Lebanon,,34.0292445,35.6287372,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
The Senator,clothes,Mount Lebanon,New jdeideh souks,33.8926971,35.5632986,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Pharmacie Srour,pharmacy,Mount Lebanon,New jdeideh souks,33.8926103,35.5632395,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Flash mode,cosmetics,Mount Lebanon,,33.8927817,35.5633522,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Bacha minimarket,supermarket,Mount Lebanon,,33.894406,35.5652333,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Miss Vip,hairdresser,Mount Lebanon,,33.8945471,35.5647521,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Aizaran,clothes,Mount Lebanon,,33.8944269,35.5646716,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
cozi,clothes,Mount Lebanon,,33.8941843,35.5644625,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Noura,clothes,Mount Lebanon,,33.8948766,35.5646046,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Brands For Less,clothes,Mount Lebanon,,33.8950836,35.5644893,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Patisserie Dagher,cafe,Mount Lebanon,,33.8954799,35.5655433,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Autocar Beirut,nightclub,Mount Lebanon,,33.8955111,35.568169,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Saga,clothes,Mount Lebanon,,33.895186,35.5656303,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Cavalier,clothes,Mount Lebanon,,33.8943154,35.5645843,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
La Rosa,florist,Mount Lebanon,,33.8937499,35.5646822,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Pamela,clothes,Mount Lebanon,,33.8936409,35.5644957,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Elia Rent a car,car_rental,Mount Lebanon,,33.8895931,35.5665745,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Teledata,computer,Mount Lebanon,,33.8896399,35.5622964,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Chark Al Awsat,bakery,Mount Lebanon,,33.8896132,35.5610706,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Pharmacie Sakr,pharmacy,Mount Lebanon,,33.8896889,35.561379,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Zaarour,supermarket,Mount Lebanon,,33.8893081,35.5609043,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ماركت مار مارون,supermarket,Mount Lebanon,,33.8902032,35.5622964,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
coin de fruit,supermarket,Mount Lebanon,,33.889484,35.5635087,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
prince car,car_rental,Mount Lebanon,,33.8893616,35.5630152,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
bachir for men,hairdresser,Mount Lebanon,,33.8895553,35.5625163,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Newelna,supermarket,Mount Lebanon,,33.8929729,35.5604456,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Almas,jewelry,Mount Lebanon,,33.8920022,35.5622883,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Souks de Beyrouth,attraction,Beirut,"Rue Weygand, Beyrouth",33.8986012,35.5042859,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Bchamoun pharmacy,pharmacy,Mount Lebanon,,33.7864236,35.5097986,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
cleartag,variety_store,Beirut,,33.8915454,35.5058135,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
bluering,variety_store,Beirut,,33.8915231,35.5058886,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
instituto cervantes de beirut,variety_store,Beirut,,33.8918972,35.5059691,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ecomz,variety_store,Beirut,,33.8914919,35.5057599,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مرشيه اليامين,supermarket,Mount Lebanon,,33.8513768,35.567377,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hypco,fuel,South Lebanon,أنصار,33.3748579,35.3698826,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Saint Maximos,college,Mount Lebanon,,33.8536451,35.5677839,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
صالون زياد,beauty,North Lebanon,مشروع محرم,34.4287017,35.8367429,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
flower shop,yes,Mount Lebanon,,33.7843596,35.5129464,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Esclapio,restaurant,North Lebanon,,34.203428,35.8452373,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Pharmacie Principale,pharmacy,North Lebanon,,34.2045274,35.8422775,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Our Lady of Delivrance,place_of_worship,North Lebanon,,34.2037143,35.8412088,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Saint Simon,place_of_worship,North Lebanon,,34.2059348,35.8388107,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Saint George,place_of_worship,North Lebanon,,34.2048965,35.841139,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Saint Nohra,place_of_worship,Bekaa,,34.1971399,35.8406322,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Amasy,restaurant,North Lebanon,,34.207738,35.8774569,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Wael Farraji Office,architect,Mount Lebanon,,33.6774744,35.5596026,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Jouhayna's Chocolatier,chocolate,Mount Lebanon,,33.6783994,35.569928,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Halleb,confectionery,Mount Lebanon,,33.6784647,35.569888,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Abou Samir,restaurant,Mount Lebanon,,33.6781126,35.5695129,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Abou Arab Station,fuel,Mount Lebanon,,33.6810469,35.5732771,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Al Jarouj Al Sakhry,restaurant,Mount Lebanon,,33.681674,35.5736065,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Right Fix,car_repair,Mount Lebanon,,33.6817653,35.5732828,,,,,https://www.facebook.com/rightfix,,,,1,osm,2026-05-04T05:55:01.794291Z
Picaboo Toys and more,toys,Mount Lebanon,,33.6847318,35.5827944,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Choice rent a car,car_rental,Mount Lebanon,,33.6838656,35.5841495,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
beayni design,marketplace,Mount Lebanon,,33.6806491,35.588279,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
argile,cafe,Beirut,,33.8679687,35.5140955,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Jabroun Roastery,supermarket,North Lebanon,"طريق عام مستيتا, مستيتا",34.1059326,35.6636655,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Tamer baadarani,supermarket,Bekaa,,33.8199654,35.9516657,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Potion Kitchen,fast_food,Beirut,,33.870323,35.5168448,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Layal Institute,beauty,Beirut,,33.8703541,35.5168432,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Saintd Lourdes Residences,hotel,Beirut,,33.8698487,35.517005,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
قهوة أيام اللولو,cafe,Beirut,,33.8703395,35.51697,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Salon Francesco For Ladies فرنشسكو,hairdresser,Beirut,,33.8703843,35.5169611,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سيما coma مختبر,nursing_home,Beirut,,33.8856715,35.506571,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الخطوط العراقية,attraction,Beirut,,33.8826675,35.4831862,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
السيده صفيه بنت الحسين ع,attraction,Baalbek-Hermel,,34.0251454,36.140652,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
إلياس جراده,doctors,Beirut,,33.8790876,35.515848,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
شلالات جزين,attraction,South Lebanon,,33.5454415,35.5815364,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Collège des Frères Maristes,school,North Lebanon,جبيل,34.1198413,35.6544508,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
دهانات بالينال جي إل,car paints,Mount Lebanon,"شارع 65, جديدة المتن",33.8894233,35.57987,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
The Colony Beirut Hostel,hostel,Beirut,"77, شارع السنغال",33.901173,35.529762,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
khoury in,restaurant,Mount Lebanon,,33.8879248,35.5604855,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مارون حداد,photo,Mount Lebanon,,33.8885616,35.5588467,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
استيفن حداد,photo,Mount Lebanon,,33.888635,35.558844,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ملك السماك,restaurant,Mount Lebanon,,33.8886039,35.5591632,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sam's Double Bus Restaurant,restaurant,Mount Lebanon,,33.8048408,35.6064958,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
AMADO supermarket,supermarket,Mount Lebanon,,33.797252,35.6957554,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مكتبة الطالب,books,Mount Lebanon,,33.7988441,35.6832035,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة بريقع المتوسطة الرسميّة,school,South Lebanon,,33.3394458,35.3729536,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Salon Nicolas Pour Hommes,hairdresser,Beirut,,33.8709041,35.5182241,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Station Berry,fuel,Beirut,,33.8697031,35.5203966,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Pain d’Or,bakery,Beirut,,33.8709057,35.5232898,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
"Said J. Bitar | Architecture, Engineering, Urban Planning",architect,Beirut,,33.8713031,35.5187467,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
صيدلية صارجي,pharmacy,Beirut,,33.8708572,35.5232457,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة السيدة - الفرير,school,Beirut,,33.871001,35.5175708,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مغامس الكتريك,electrical,Beirut,,33.8691,35.5203552,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
صيدلية زيدان الحديثة,pharmacy,Beirut,,33.8702042,35.5203537,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
فرن الشرق,bakery,Beirut,,33.8710393,35.5232479,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
بلدية فرن الشباك,townhall,Beirut,,33.8716699,35.5234138,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سوبرماركت نجيم,convenience,Beirut,,33.8692747,35.5203503,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مؤسّسة عامل الدولية,ngo,Beirut,,33.8695577,35.5171501,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Happy Clown,gift,Beirut,,33.8696532,35.5181855,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الملحمة البيضاء,butcher,Beirut,,33.8689609,35.5201093,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ميني ماركت طنوس,convenience,Beirut,,33.8690353,35.5181547,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
قهوة هووك,cafe,Beirut,,33.8691083,35.5169495,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Maison du Parfum,perfumery,Beirut,,33.869666,35.5180003,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Coiffure Hairstyles,hairdresser,Beirut,,33.8697399,35.5174709,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Fast Break Cafe,greengrocer,Beirut,,33.8688418,35.5203931,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kyphi,cosmetics,Beirut,"AV CHARLES MALEK CENTRE SOLE, بيروت",33.8923049,35.5203309,,kyphispa@gmail.com,,,,,,,2,osm,2026-05-04T05:55:01.794291Z
Casa Del Flora,florist,Beirut,,33.8695378,35.5201124,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Cuba Cafe,cafe,Beirut,,33.8706526,35.5230897,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الخيّاط,tailor,Beirut,,33.8693483,35.5197707,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ثانوية راهبات سيدة المعونة الدائمة,school,Beirut,,33.8712886,35.5214776,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ephrata Beauty Salon,beauty,Beirut,,33.8702311,35.5209941,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Salon Joseph Pour Dames,hairdresser,Beirut,,33.8693547,35.5197012,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مدرسة راهبات القديسة تريزيا,school,Beirut,,33.8708646,35.5207161,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
صالون داني سعد,hairdresser,Beirut,"شارع عبد المنعم رياض, الصنوبرة",33.8929787,35.4843374,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
كنيسة الله,place_of_worship,Beirut,بيروت,33.8943656,35.4817284,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Temple Protestant Francais,place_of_worship,Beirut,,33.8913665,35.4770624,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
LIV Apartments,apartment,Beirut,شارع إبن الربيع,33.8974409,35.5234835,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
فندق لابريت,hotel,Beirut,شارع ابن سينا,33.9012766,35.493054,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
خضار عون,greengrocer,Beirut,,33.8706192,35.5203653,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Pizza & Burger,fast_food,Beirut,,33.8706194,35.5199741,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ستوك شوب للألبسة الأوروبية,clothes,Beirut,,33.8954238,35.4945163,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ملحمة نصّار,butcher,Beirut,,33.8706067,35.5200983,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
الفاكهاني,supermarket,Beirut,شارع بشارة الخوري,33.8820076,35.507244,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Bن Coffee Bar,cafe,Beirut,,33.8751513,35.5166585,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hassan Mohamed Abdallah,hardware,South Lebanon,,33.2806369,35.2190382,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Farran Sports,sports,South Lebanon,,33.2830759,35.2217166,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Patisserie Mono Al Nabil,pastry,South Lebanon,,33.2789508,35.2180569,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Exchange,bureau_de_change,South Lebanon,,33.2815836,35.220332,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sour Pharmacy,pharmacy,South Lebanon,,33.2787333,35.2157156,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
360 Auto Spa,car_wash,South Lebanon,,33.279558,35.2184992,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ikhlas Sweets,pastry,South Lebanon,,33.2821861,35.2208396,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Fenecia Bank,bank,South Lebanon,,33.2810804,35.2198967,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Fomatex,bed,South Lebanon,,33.2832719,35.2210952,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Crown Royal Hotel,hotel,South Lebanon,,33.2787847,35.2152417,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Istikbal,furniture,South Lebanon,,33.279103,35.2181261,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
National Paints,paint,South Lebanon,,33.2784966,35.2175926,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Maliks,stationery,South Lebanon,,33.2803052,35.2191574,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
FAP,bed,South Lebanon,,33.2826625,35.2212315,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Rizk Center,clothes,South Lebanon,,33.2813795,35.2194751,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Kado Ghamloush,toys,South Lebanon,,33.2835283,35.2214013,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Mashrek Diagnostic Center MDC,laboratory,South Lebanon,,33.2786085,35.2154165,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Abo Deeb Restaurant,restaurant,South Lebanon,,33.2822385,35.2202462,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
صيدلية الزهراء,pharmacy,South Lebanon,,33.2685581,35.2061991,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
مقهى الآثار,cafe,South Lebanon,,33.2683401,35.207173,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
سوبرماركت عز الدين,supermarket,South Lebanon,Tyr,33.2681723,35.2073865,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
مقهى الأصدقاء,cafe,South Lebanon,Tyr,33.2684377,35.2069455,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Coccinelle,furniture,South Lebanon,,33.2671748,35.2008541,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Sicilia,restaurant,South Lebanon,,33.2664783,35.2023323,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Rustica,restaurant,South Lebanon,,33.2661686,35.2028486,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hôtel Queen Elissar,hotel,South Lebanon,,33.2657108,35.2038687,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Cafeiceno,cafe,South Lebanon,,33.2680454,35.1994798,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Fares,car_rental,South Lebanon,,33.2664379,35.2024309,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
لابلايا,restaurant,South Lebanon,,33.2662591,35.2026907,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Salinas,restaurant,South Lebanon,,33.267563,35.2000344,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Oregano,restaurant,South Lebanon,,33.265362,35.2041928,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
فابيانو,restaurant,South Lebanon,صور,33.2670478,35.2011528,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Al Marsah,restaurant,South Lebanon,,33.2655872,35.2037452,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Chops,restaurant,South Lebanon,,33.2676897,35.1996958,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hartaaji Shisha Lounge,cafe,South Lebanon,,33.2654744,35.2040165,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Marjouha,restaurant,South Lebanon,,33.2674909,35.2001793,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ugarit,restaurant,South Lebanon,,33.2669135,35.2015192,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Don Vito,restaurant,South Lebanon,,33.265892,35.2032612,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Pancho Hot Dogs,fast_food,South Lebanon,,33.2676548,35.1998191,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Beit El Wared,restaurant,South Lebanon,,33.2652468,35.2043973,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Hôtel Murex,hotel,South Lebanon,,33.2669677,35.2013702,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Café Badawi,cafe,South Lebanon,,33.2674176,35.2003326,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Juice And Cocktail,cafe,South Lebanon,,33.2666105,35.204309,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
كورال,fuel,South Lebanon,صور,33.2681711,35.2011586,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Princess,clothes,South Lebanon,,33.2679189,35.2020564,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Awada Marina2,mobile_phone,South Lebanon,,33.2667067,35.2066443,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Café Halawani,cafe,South Lebanon,Tyr,33.2693856,35.1990576,,,,,,,,,1,osm,2026-05-04T05:55:01.794291Z
Bawab Travel,travel_agency,South Lebanon,,33.2659731,35.203743,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Ellina Lingerie,clothes,South Lebanon,,33.2680059,35.2014635,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Humani,pharmacy,South Lebanon,,33.2668988,35.2070716,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
ABC Ali Cafe,cafe,South Lebanon,,33.2667852,35.204395,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Panorama Mohsen,clothes,South Lebanon,,33.267034,35.2060771,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Alfa Store,mobile_phone,South Lebanon,,33.2670355,35.2045106,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Saj Cafe And Juices,cafe,South Lebanon,,33.2678497,35.2018035,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Halawi Travel,travel_agency,South Lebanon,,33.2666934,35.2067174,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
إن سايد,clothes,South Lebanon,,33.2681903,35.2015602,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Easy Diner,restaurant,South Lebanon,,33.2669372,35.2067797,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
Cheers Liquor Store,alcohol,South Lebanon,,33.2673133,35.2051556,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
C Lavie,clothes,South Lebanon,,33.2677689,35.2020708,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
MEAB,bank,South Lebanon,,33.269226,35.1995964,,,,,,,,,0,osm,2026-05-04T05:55:01.794291Z
