name,category,region,country,address,lat,lon,phone,email,website,website_live,facebook,instagram,whatsapp,linkedin,rating,review_count,completeness_score,lead_score,industry_priority,recommended_service,source,scraped_at
"Mandarin Oriental Al Faisaliah, Riyadh ماندارين اورينتال الفيصلية، الرياض",hotel,Riyadh,SA,"King Fahad Rd, Al Olaya, Riyadh 12212, Saudi Arabia",24.6903668,46.684112899999995,+966112732000,moryd-reservations@mohg.com,https://www.mandarinoriental.com/en/riyadh/olaya?src=loc.yext.moryd.ggl,True,,context,,,4.5,7009,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Madinah Hilton,hotel,Medina,SA,"King Fahd Rd, Bada'ah, Madinah 41419, Saudi Arabia",24.471902099999998,39.6109279,+966148219100,,https://www.hilton.com/en/hotels/medhihi-madinah-hilton/?SEO_id=GMB-EMEA-HI-MEDHIHI,True,,,,,4.5,10544,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Makkah Clock Royal Tower - A Fairmont Hotel,hotel,Mecca,SA,"Ajyad Street, طريق 38 - طريق الملك عبدالعزيز، Endowment, مكة 24231, Saudi Arabia",21.4180499,39.825567,+966125717777,makkah@fairmont.com,https://www.fairmont.com/makkah/?goto=fiche_hotel&code_hotel=A5F2&merchantid=seo-maps-SA-A5F2&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,True,,adobe,,,4.7,118291,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
The Jeddah EDITION,hotel,Jeddah,SA,"7044 Al Kurnaysh Br Rd, Ash Shati, Jeddah 23613, Saudi Arabia",21.650267,39.1012762,+966125140000,,https://www.marriott.com/en-us/hotels/jedeb-the-jeddah-edition/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,True,,,,,4.2,1265,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Caravan AlUla by Our Habitas,hotel,,SA,"QV4F+FV, Al Atheeb 43570, Saudi Arabia",26.7576435,37.8695522,+966148213900,guestexperience@habitasalula.com,https://www.ourhabitas.com/caravan-by-habitas-alula/?utm_source=google&utm_medium=organic&utm_campaign=google_local,True,,context,,,4.6,431,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Raffles Makkah Palace,hotel,Mecca,SA,"Royal Tower, Near Ibrahim Al Khalil Rd, Al Hajlah, Makkah 24231, Saudi Arabia",21.4192522,39.8249017,+966125717800,bookus.makkah@raffles.com,https://www.raffles.com/makkah/?goto=fiche_hotel&code_hotel=A5E4&merchantid=seo-maps-SA-A5E4&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,True,,adobe,,,4.7,7190,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Vivienda Hotel & Villas Al Hada فندق وفلل فيفيندا الهدا,hotel,Riyadh,SA,"Prince Faisal Bin Fahd Bin Abdulaziz Rd, Al Hada, Riyadh 12726, Saudi Arabia",24.650198399999997,46.6477317,+966112224489,reservations-hada@vivienda.com.sa,https://vivienda.com.sa/en/destinations/riyadh/al-hada/?utm_source=google&utm_medium=organic&utm_campaign=Knowledge_Graph,True,,context,,https://linkedin.com/company/vivienda-hotel-villas,4.5,294,6,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
JW Marriott Hotel Riyadh,hotel,Riyadh,SA,"King Fahd Rd, Sahafah District، Riyadh 11564, Saudi Arabia",24.792161699999998,46.632534899999996,+966115117777,,https://www.marriott.com/en-us/hotels/ruhjb-jw-marriott-hotel-riyadh/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,True,,,,,4.3,12306,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Hilton Riyadh Hotel & Residences,hotel,Riyadh,SA,"6623 Eastern Ring Rd, Ghirnatah, Riyadh 13241, Saudi Arabia",24.7852124,46.7275942,+966112346666,,https://www.hilton.com/en/hotels/ruhchhi-hilton-riyadh-hotel-and-residences/?SEO_id=GMB-EMEA-HI-RUHCHHI,True,,,,,4.6,22711,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Kempinski Hotel & Resort Sariya Yanbu,hotel,,SA,"Al Mahar Island Royal Commission, King Abdullah Road, Al Subh, Yanbu Al Bahr 31360, Saudi Arabia",23.9952282,38.189365699999996,+966143222225,info.yanbu@kempinski.com,https://www.kempinski.com/en/yanbu?utm_medium=organic&utm_source=google&utm_campaign=KIYNB1&utm_content=gmb&source=S309102364,True,,font,,https://linkedin.com/company/19051,4.7,1267,6,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
ZamZam Pullman Makkah,hotel,Mecca,SA,"Abraj Al Bait Complex, King Abdul Aziz - 38 Rd, Endowment, Makkah 21955, Saudi Arabia",21.4196355,39.8237376,+966125715555,h6036@accor.com,https://www.pullman-zamzam-makkah.com/,True,,context,+966125715555,https://linkedin.com/company/pullman-zamzam-makkah,4.6,61114,7,85,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Pullman Zamzam Madinah,hotel,Medina,SA,"Amr Bin Al Gmoh Street, Bani Khidrah, Madinah 41499, Saudi Arabia",24.464482999999998,39.611374999999995,+966148210500,h9245@accor.com,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=9245&merchantid=seo-maps-SA-9245&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,True,,accor.com,,,4.6,38123,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Jeddah Hilton,hotel,Jeddah,SA,"Al Kurnaysh Br Rd, Ash Shati, Jeddah 21362, Saudi Arabia",21.60483,39.1093343,+966920003800,,https://www.hilton.com/en/hotels/jedhihi-jeddah-hilton-hotel/?SEO_id=GMB-EMEA-HI-JEDHIHI,True,,,,,4.5,24328,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Hilton Suites Jabal Omar Makkah,hotel,Mecca,SA,"Jabal Omar، Ibrahim Al Khalil Rd, Ash Shubaikah, Makkah 21955, Saudi Arabia",21.421183499999998,39.8216839,+966125567000,,https://www.hilton.com/en/hotels/maksuhi-hilton-suites-jabal-omar-makkah/?SEO_id=GMB-EMEA-HI-MAKSUHI,True,,,,,4.7,17480,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Waves Hotel,hotel,,SA,"King Abdullah Rd, Umluj 48313, Saudi Arabia",25.0963632,37.2659623,+966920012430,,https://wavesumlujhotel.com/,False,,,,,4.6,1461,3,50,high,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
Sofitel Al Khobar The Corniche,hotel,Dammam,SA,"South Corniche Road, Alkurnaish, Al Khobar 31952, Saudi Arabia",26.276569,50.220135,+966138817000,sofitel.alkhobar@sofitel.com,http://sofitel.accor.com/hotels/5988?merchantid=seo-maps-SA-5988&sourceid=aw-cen&utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps&utm_term=Sofitel-Launch,True,,adobe,,,4.6,16275,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Le Méridien Riyadh,hotel,Riyadh,SA,"King Abdullah Ibn Abdulaziz Road, طريق الملك عبدالعزيز، Al Woroud District, الرياض 11544, Saudi Arabia",24.728681299999998,46.6678214,+966118266666,,https://www.marriott.com/en-us/hotels/ruhmd-le-meridien-riyadh/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,True,,,,,4.4,2949,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Swiss Luxury Villas,hotel,,SA,"2758 724 Al Mudhnab - Unayzah - Airport Rd, Unayzah 56249, Saudi Arabia",26.0369705,43.9552139,+966503174000,,https://swissluxuryvillas.com/,False,,,,,4.3,1773,3,50,high,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
Mövenpick Hotel and Residences Riyadh,hotel,Riyadh,SA,"3478 North Ring Road Exit 4 Al Ghadeer, District, الرياض 13311, Saudi Arabia",24.764032699999998,46.6532401,+966112139888,hotelresidences.riyadh@movenpick.com,https://movenpick.accor.com/en/middle-east/saudi-arabia/riyadh/hotel-residences-riyadh.html?merchantid=seo-maps-SA-B4X1&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&utm_content=Residences-Riyadh,True,,adobe,,,4.8,15934,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
"Radisson Blu Hotel, Riyadh Convention & Exhibition Center",hotel,Riyadh,SA,"Dist, King Abdullah Ibn Abdulaziz Rd, King Abdullah Dt., Riyadh 13315, Saudi Arabia",24.753384099999998,46.725350899999995,+966112154444,,https://www.radissonhotels.com/en-us/hotels/radisson-blu-riyadh-convention-center?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:mea+h:SARUHCER,True,,,,,4.6,3176,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
InterContinental Dar al Iman Madinah by IHG,hotel,Medina,SA,"Unit No:10, 2657, Bada'ah, Unit No 10 2657, Madinah 42311, Saudi Arabia",24.4714144,39.60872,+966145137777,,https://www.ihg.com/intercontinental/hotels/gb/en/madinah/medha/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-SA-_-MEDHA,True,,,,,4.8,24041,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Sofitel Shahd Al Madinah,hotel,Medina,SA,"Building, 2943 King Fahd Rd, Bada'ah, Madinah 41476, Saudi Arabia",24.4721174,39.6116892,+966148299999,hb9x5-re@sofitel.com,http://sofitel.accor.com/hotels/B9X5?merchantid=seo-maps-SA-B9X5&sourceid=aw-cen&utm_source=google+Maps&utm_medium=seo+maps&utm_campaign=seo+maps&utm_term=Sofitel-Launch,True,,adobe,,https://linkedin.com/company/sofitelshahdalmadinah,4.7,24751,6,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Hdb resort & spa,hotel,,SA,"طريق الملك فهد، Al Khobar 34777, Saudi Arabia",26.0442313,50.1469958,+966507007926,,https://docs.google.com/forms/d/e/1FAIpQLSeOI3zTuP6hM-1aU242yMNnPHHZFheSZsy_Br8Si0wrBAzrCg/viewform,True,,.null,,,3.8,3713,4,60,high,Reputation + SEO turnaround,google_places,2026-05-04T13:12:10.493892Z
Conrad Jabal Omar Makkah,hotel,Mecca,SA,"Ibrahim Al Khalil, Jabal Omar, الشبيكة، مكة 21955, Saudi Arabia",21.4193856,39.8223985,+966125267700,,https://www.hilton.com/en/hotels/makcici-conrad-jabal-omar-makkah/?SEO_id=GMB-EMEA-CI-MAKCICI,True,,,,,4.7,15845,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Jabal Omar Hyatt Regency Makkah,hotel,Mecca,SA,"Ibrahim Al Khalil Rd, Ash Shubaikah, Makkah 21955, Saudi Arabia",21.4208406,39.8221037,+966125771234,,https://www.hyatt.com/hyatt-regency/en-US/jedhr-jabal-omar-hyatt-regency-makkah?src=corp_lclb_google_seo_jedhr&utm_source=google&utm_medium=organic&utm_campaign=lmr,True,,,,,4.4,18866,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Anwar Al Madinah Mövenpick,hotel,Medina,SA,"Central Zone, Bada'ah, Madinah 42311, Saudi Arabia",24.4712972,39.6077118,+9668002444416,hotel.anwar-al-madinah@movenpick.com,https://movenpick.accor.com/en/middle-east/saudi-arabia/madinah/hotel-madinah-anwar.html?merchantid=seo-maps-SA-B4M6&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&utm_content=Anwar-Madinah,True,,adobe,,,4.5,48849,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
InterContinental Taif by IHG,hotel,,SA,"Airport Rd, Alqayam Al Asfal, At Taif 21944, Saudi Arabia",21.3710339,40.461931899999996,+966127387720,,https://www.ihg.com/intercontinental/hotels/gb/en/taif/tifha/hoteldetail?cm_mmc=GoogleMaps-_-IC-_-SA-_-TIFHA,True,,,,,4.5,7459,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Makkah Towers,hotel,Mecca,SA,"21955 شارع إبراهيم الخليل، Al Haram, Makkah 21955, Saudi Arabia",21.419156100000002,39.8236886,+966125340000,reservations@makkah-hnt.com,https://www.makkah-hnt.com/makkah-towers,True,,context,,,4.8,62424,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Jumeirah Jabal Omar Makkah,hotel,Mecca,SA,"Al Shubaikah, Ibrahim Al-Khalil Road، Jabal Omar, Ash Shubaikah, Makkah 24231, Saudi Arabia",21.4186785,39.8224139,+966125560111,,https://www.jumeirah.com/en/stay/saudi-arabia/jumeirah-makkah?utm_source=google&utm_medium=google%20places&utm_campaign=hotel,True,,,,,4.6,6615,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
RAFAL Real Estate Development Company,corporate_office,Riyadh,SA,"RJ5G+MGX, As Sahafah, Riyadh 13321, Saudi Arabia",24.8091875,46.6263125,+966920010313,info@rafal.com.sa,http://www.rafal.com.sa/,True,,media,,https://linkedin.com/company/rafal-real-estate-development-co,4.2,147,6,55,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Abdullah Amar Office of Real Estate Investments,corporate_office,Riyadh,SA,"Prince Muhammad Ibn Saad Ibn Abdulaziz Rd, Al Qirawan, Riyadh 13531, Saudi Arabia",24.8293856,46.591222099999996,+966504220321,,https://rabatgroup.com/,True,,,,,4.7,41,3,25,low,Discovery call - scope the right service,google_places,2026-05-04T13:12:10.493892Z
Mada Properties مدى العقارية,real_estate_agency,Riyadh,SA,"RASA 4440، Dist، Al Imam Saud Ibn Faysal Rd, As Sahafah, Riyadh 13321, Saudi Arabia",24.800882899999998,46.646462299999996,+966920022442,info@madaproperties.com,https://www.madaproperties.sa/,True,,context,,,4.4,420,5,55,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Reach Real Estate Riyadh,real_estate_agency,Riyadh,SA,"Dajla Street, Al Takhasosi Street, الصحافة، الرياض 13315, Saudi Arabia",24.791357899999998,46.647998199999996,+966502033325,,https://reachrealestate.com/,True,,context,+962795876222,https://linkedin.com/company/reachrealestate,5,1,6,50,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
شركة عود العقارية Oud Real Estate,real_estate_agency,Riyadh,SA,"تركي بن عبدالعزيز الأول، Al Malqa, Riyadh 12511, Saudi Arabia",24.7843342,46.5915736,+966920020424,,http://oud.sa/,True,,keyframes,,https://linkedin.com/company/oud,4.6,46,5,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Saudi Real Estate Company (Al Akaria),real_estate_agency,Riyadh,SA,"PM5H+3M2, Khalid Ibn Yazid Ibn Muawiyah, Al Olaya, Riyadh 12244, Saudi Arabia",24.7076343,46.6791443,+966114653111,,https://al-akaria.com/,True,,,,,4.5,19,3,25,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
JLL Riyadh Real Estate,real_estate_agency,Riyadh,SA,"Zone 1, Al Aqiq, Building 1.11, 5th Floor, Riyadh 13519, Saudi Arabia",24.7621793,46.6396837,+966112180303,,https://www.jll.com/en-ae/,True,,adobe,,,4,71,4,35,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
DarGlobal Sales Office,corporate_office,Riyadh,SA,"Tahliah St, Al Olaya, Riyadh 12222, Saudi Arabia",24.696673,46.685298499999995,+9668001188081,,https://darglobal.co.uk/,True,,context,+97180040409,https://linkedin.com/company/darglobal,4.2,56,6,50,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
ROSHN Group,real_estate_agency,Riyadh,SA,"King Abdullah, Riyadh 13519, Saudi Arabia",24.7628125,46.6388125,+966920022288,,http://roshn.sa/,True,,,,,4.1,339,3,25,low,Discovery call - scope the right service,google_places,2026-05-04T13:12:10.493892Z
Memar Development and Investment,corporate_office,Riyadh,SA,"7135 Al Ulaya، Al Wurud, Riyadh 12253, Saudi Arabia",24.7238989,46.670344799999995,+966920000898,,http://www.memar.sa/,True,,,,,3.9,35,3,35,low,Reputation + SEO turnaround,google_places,2026-05-04T13:12:10.493892Z
Bayut KSA - Dubizzle Group,real_estate_agency,Riyadh,SA,"RHWA6483، 2663 شارع 98، 6483, Riyadh 12251, Saudi Arabia",24.7179252,46.6735604,+966920066800,support@bayut.com,https://www.bayut.sa/,True,,bayut,,https://linkedin.com/company/bayut-ksa,3.9,394,6,65,low,Reputation + SEO turnaround,google_places,2026-05-04T13:12:10.493892Z
شركة السيار للاستثمار العقاري ALSAYYAR Real Estate Investment Company,real_estate_agency,Riyadh,SA,"4108 Uthman Ibn Affan Branch Rd, At Taawun, Riyadh 12478, Saudi Arabia",24.7781508,46.707145,+966114008899,,,,,,,,3.8,22,2,25,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
Al-Anwa Holding,corporate_office,Riyadh,SA,"7287 العليا، الرياض 12222 2282،، Al Olaya, Riyadh 12222, Saudi Arabia",24.6918743,46.6865923,+966114747006,,,,,,,,4,17,2,15,low,Full digital launch (brand + website + social setup),google_places,2026-05-04T13:12:10.493892Z
DANAH REAL ESTATE | دانة العقارية,real_estate_agency,Riyadh,SA,"Al Rashid Tower, King Saud Rd, As Sulimaniyah, Riyadh 11411, Saudi Arabia",24.682080499999998,46.708144999999995,+966920001750,,http://www.danah.com.sa/,True,,formatjs,,,4.4,18,4,35,low,SEO audit + visibility upgrade,google_places,2026-05-04T13:12:10.493892Z
DAMAC Sales Office - Riyadh,corporate_office,Riyadh,SA,"14th Floor, Al Anoud Building، King Fahd Rd, Al Olaya, Riyadh 12214, Saudi Arabia",24.706893599999997,46.6756003,+966118350300,,https://www.damacproperties.com/en/contact-us/?utm_source=google-mybusiness&utm_medium=business-listings&utm_campaign=organic-business-listings&campaign_id=a121n000002O06w,True,,,,,3.7,52,3,35,low,Reputation + SEO turnaround,google_places,2026-05-04T13:12:10.493892Z
شركة توكيد للتطوير والاستثمار العقاري,real_estate_agency,Riyadh,SA,"Al Cheikh Hasan Ibn Hussein Ibn Ali, الشيخ, Riyadh 13217, Saudi Arabia",24.7807086,46.772703899999996,+966531385693,,https://tawkeed.com.sa/,False,,,,,5,1,3,35,low,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
Cup & Couch Cafe and Roastery,coffee_shop,Jeddah,SA,"Al Yamamah, As Salamah, Jeddah 23524, Saudi Arabia",21.5964723,39.145225499999995,+966551199205,sales@cupandcouch.com,https://www.cupandcouch.com/,True,,context,,,4.7,12173,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Sulalat Coffee,coffee_shop,Riyadh,SA,"2329 Makkah Al Mukarramah Branch Road Store #2 Ground floor, Najm al Qurais Building، Ar Rabwah, Riyadh 12821, Saudi Arabia",24.705541999999998,46.748293499999996,+966564400407,,https://sulalat.com/?utm_source=GBP&utm_medium=organic&utm_campaign=GBP-listing,True,,wesulalat,+966564400407,https://linkedin.com/company/wesulalat,4.3,5762,6,65,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Elixir Bunn Coffee Roasters,coffee_shop,Riyadh,SA,"7157 Salem Bin Maaqil Al Nakheel Dist 4133، An Nakheel, Riyadh 12392, Saudi Arabia",24.7342147,46.611276499999995,+966581336317,info@elixirbunn.com,https://elixirbunn.com/,True,,context,,,4.1,4920,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
9th Street Coffee Roasters,coffee_shop,Riyadh,SA,"4050 6629 Imam Saud Bin Abdulaziz Bin Mohammed Rd, Al Muruj, Riyadh 12282, Saudi Arabia",24.751263899999998,46.6707557,+966500449898,coffee@9thstroasters.com,https://9thstroasters.com/,True,,context,,,4.5,1644,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Urth Caffé — Tahlia,restaurant,Riyadh,SA,"Prince Muhammad Ibn Abd Al Aziz, As Sulimaniyah, Riyadh 12243, Saudi Arabia",24.7057076,46.7056492,+966920007498,,https://www.urthcaffe.sa/,True,,urthcaffesaudi,,,4.3,15697,4,50,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Coffee Address | عنوان القهوة,coffee_shop,Riyadh,SA,"King Fahd Rd, Al Malqa, Riyadh 13521, Saudi Arabia",24.801679,46.626326,+966920031993,estore@addresscafe.sa,http://addresscafe.sa/,True,,context,,,4.3,1400,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
dr. CAFE Makkah Rd | د.كيف السليمانية طريق مكة المكرمة,coffee_shop,Riyadh,SA,"Abi Al Arab St, طريق مكة المكرمة، Sulaimaniah, الرياض 11566, Saudi Arabia",24.6855165,46.7062272,+966594828363,,https://drcafe.com/,True,,context,,,4.2,6585,4,50,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Capri Cafe,cafe,Riyadh,SA,"حي، 8120 4002 Al Thoumamah Rd, As Sahafah, Riyadh 13315, Saudi Arabia",24.792716199999997,46.648964799999995,+966555095141,,,,,,,,4.3,2656,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Java Time,cafe,Riyadh,SA,"ابن سينا، King Abdulaziz Rd, Al Muruj, Riyadh 12282, Saudi Arabia",24.7604234,46.6727002,+966502662288,,,,,,,,4.2,4173,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
The Coffee Lab,coffee_shop,Dammam,SA,"Abu Bakr Alsiddiq St, Al Faysaliyah, Dammam 32272, Saudi Arabia",26.384081899999998,50.0547028,+966508601088,sacoffeelab@gmail.com,http://thecoffeelab.sa/,True,,coffeelab_co,,,4,1269,5,70,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
First Crack,coffee_shop,Jeddah,SA,"Red Sea Mall, Ash Shati, Jeddah 23612, Saudi Arabia",21.6282748,39.1098855,+966126131347,,https://instagram.com/first.crack?igshid=sb97u2f1eyo4,True,,,,,4.3,477,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Tim Hortons,coffee_shop,Riyadh,SA,"3049 Dammam Branch Rd, Ghirnatah, Riyadh 13242, Saudi Arabia",24.803966,46.750811999999996,+966566947488,,https://timhortonsgcc.com/,False,,,,,4.2,1944,3,50,high,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
Half Million,coffee_shop,Riyadh,SA,"RKWA2926, Ahmad Ibn Alkhattab, 2926, Riyadh 14928, Saudi Arabia",24.5614754,46.543352,+966920014022,,https://halfm.sa/,True,,font,,,4.3,788,4,50,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
PAO,sandwich_shop,Riyadh,SA,"Al Takhassousi, Al Mohammadiyyah, Riyadh 12361, Saudi Arabia",24.7255965,46.653542699999996,+966505467223,,https://www.instagram.com/pao_ksa/,True,,,,,4.1,2422,3,25,low,Discovery call - scope the right service,google_places,2026-05-04T13:12:10.493892Z
The Capital Lounge,restaurant,Riyadh,SA,"King Fahd Rd, As Sahafah, Riyadh 13315, Saudi Arabia",24.792875,46.632683,+966569051038,,https://www.thecapitalloungeriyadh.com/restaurant,True,,,,,4.7,206,3,40,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Dunkin' - دانكن,coffee_shop,Riyadh,SA,"King Abdul Aziz Branch Rd, As Sulimaniyah, Riyadh 12245, Saudi Arabia",24.717274999999997,46.6949,+9668001288999,,https://www.dunkinksa.com/,True,,1.16.1,,,4.2,1053,4,50,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Advsto,clothing_store,Riyadh,SA,"طريق عثمان بن عفان ، مجمع الواحة سكوير، King Salman Neighborhood, Riyadh 12445, Saudi Arabia",24.7466489,46.72325730000001,+966556755878,info@advsto.sa,http://advsto.sa/,True,,context,,,4.4,1325,5,55,low,Digital marketing retainer (Meta + Google + content),google_places,2026-05-04T13:12:10.493892Z
Smokey Beards Q,restaurant,Riyadh,SA,"Prince Muhammad Ibn Saad Ibn Abdulaziz Rd, Hittin, Riyadh 13512, Saudi Arabia",24.7664959,46.6220387,+966534700086,,https://instagram.com/smokeybeardsq?utm_medium=copy_link,True,,rsrc.php,,,4.4,8690,4,50,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Just Crispy,restaurant,Riyadh,SA,"King Fahd Rd, Al Malqa, Riyadh 13521, Saudi Arabia",24.7964386,46.6289253,+966500742322,,https://apps.apple.com/app/id6444943334,True,,appstore,,,4.3,1709,4,50,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Awal Plaza by Dur Hospitality,shopping_mall,Riyadh,SA,"RGMA6244, Al Takhasosi st, 6244, Riyadh 12312, Saudi Arabia",24.676990099999998,46.677851999999994,+966920000179,,https://www.dur.sa/,False,,,,,4.3,4744,3,35,low,Website rebuild + maintenance,google_places,2026-05-04T13:12:10.493892Z
Operation Falafel,restaurant,Riyadh,SA,"الطريق الدائري الشمالي الفرعي، روبين بلازا 6501 الطريق الدائري الشمالي الفرعي، 4298 الرياض 13512 6501، 13512،، Hittin, Riyadh 13512, Saudi Arabia",24.7523965,46.6249196,+966112465709,,,,,,,,4.3,9888,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
Steak House,restaurant,Riyadh,SA,"Riyadh front unit # G-GF-10+9B+8B, King Khalid International Airport, طريق المطار، الدولي،, الرياض 13413, Saudi Arabia",24.8407079,46.733511199999995,+966501826663,,,,,,,,4.4,3596,2,30,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
SPREAD,restaurant,Riyadh,SA,"Anas Ibn Malik Rd, Al Malqa, Riyadh 13524, Saudi Arabia",24.8056667,46.6106866,+966114103172,,http://spreadrestaurant.com/,True,,expireddomainhq,,https://linkedin.com/company/expireddomainscom,4.1,3033,5,50,high,"RTYLR commerce OS (POS, online ordering, CRM)",google_places,2026-05-04T13:12:10.493892Z
