name,category,region,country,address,lat,lon,phone,email,website,website_live,facebook,instagram,rating,review_count,completeness_score,industry_priority,recommended_service,source,scraped_at
Khoury Pharmacy 24h,pharmacy,Mount Lebanon,LB,"Wata Amaret Chalhoub, Lebanon",33.897763399999995,35.56857290000001,01 891 801,,https://pharmaciekhoury.com/,True,,,3.7,63,3,medium,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
Harb - Pharmacy,pharmacy,Mount Lebanon,LB,"QFWM+992, Khalde, Lebanon",33.79588,35.48338,05 804 875,,,,,,4.1,47,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Allam-Pharmacy,pharmacy,Beirut,LB,"Saint Therese street, Hadath, Lebanon",33.8476463,35.524802099999995,05 465 340,,,,,,4.9,12,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Mar Takla Pharmacy,pharmacy,Mount Lebanon,LB,"VHQ5+2P6, Baouchriyeh, Lebanon",33.8874838,35.5589997,01 871 019,,,,,,4.2,21,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Berty - Pharmacy,pharmacy,Beirut,LB,"Beirut, Lebanon",33.888038,35.51894600000001,01 200 767,,,,,,3.6,17,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Machmouchi - Pharmacy - Beirut,pharmacy,Beirut,LB,"VFJQ+CGJ, Beirut, Lebanon",33.8810972,35.488775499999996,01 315 777,,,,,,3.8,56,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Pharmacy 2001,pharmacy,Mount Lebanon,LB,"Mkalles Main St, Mansouriyeh, Lebanon",33.859814199999995,35.5530677,01 686 180,,,,,,4.1,27,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Plaza Pharmacy,pharmacy,Beirut,LB,"VFXH+5GQ, Beirut, Lebanon",33.897963499999996,35.4788583,01 739 472,,,,,,4.7,15,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Vitale Pharmacy,pharmacy,Mount Lebanon,LB,"WH3J+6G8 Ground Floor, Gerges Maroun Building, Al Ali Street, Jal El Dib 0000, Lebanon",33.9030436,35.5813345,04 711 828,,http://pharmacievitale.com/,False,,,4.3,63,3,medium,Website rebuild + maintenance,google_places,2026-05-04T11:47:22.394171Z
Hôtel-Dieu - Pharmacy,pharmacy,Beirut,LB,"VGJ8+2JH, Beirut, Lebanon",33.8800641,35.5165953,01 614 760,,,,,,3.9,10,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Pharmacie Clemenceau,pharmacy,Beirut,LB,"Beirut, Lebanon",33.899167,35.493252999999996,01 368 636,,,,,,4.8,12,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Pharmacy Capsule de Slaf,pharmacy,Beirut,LB,"Dekwaneh Slaf، Dekouaneh, Lebanon",33.8774236,35.5447963,01 686 559,,,,,,4.4,34,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Almaz Pharmacy / Pharmacie Almaz / صيدلية المز,pharmacy,Mount Lebanon,LB,"XJXW+5G8, Jounieh, Lebanon",33.9979116,35.6463144,09 835 538,,,,,,4.5,18,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Bustros Pharmacy - Since 1961,pharmacy,Beirut,LB,"Dunant/Rome street, بيروت، Lebanon",33.8934893,35.487646999999996,79 111 706,,,,,,4.2,15,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
AL CHARK - PHARMACY,pharmacy,Beirut,LB,"Omar Bin Abdul Aziz، Bayrut, Lebanon",33.898406699999995,35.4842449,01 344 979,,,,,,4.2,18,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Pure pharmacy,pharmacy,Beirut,LB,"Beirut, Lebanon",33.8911954,35.53326330000001,01 447 220,,,,,,4,8,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Highway Pharmacy,pharmacy,Mount Lebanon,LB,"Beirut - Damascus International Hwy, Lebanon",33.8494972,35.545871999999996,03 050 508,,,,,,4.5,27,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Light House Pharmacy,pharmacy,Beirut,LB,"VFWF+XR3, Beirut, Lebanon",33.8973891,35.4745454,01 740 753,,,,,,4.7,36,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Lama Pharmacy,pharmacy,Beirut,LB,"Střední východ, Foch,, VGX4+59G، بيروت، Lebanon",33.89792560000001,35.5059453,01 990 456,,,,,,3.3,11,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Soubra - Pharmacy,pharmacy,Beirut,LB,"VFPJ+GV6, Beirut, Lebanon",33.8862917,35.4821273,01 866 266,,http://soubra-pharmacy.com/,True,,,3.5,24,3,medium,Reputation + SEO turnaround,google_places,2026-05-04T11:47:22.394171Z
K&A Machmouchi pharmacy,pharmacy,Mount Lebanon,LB,"Matn, Lebanon",33.9315287,35.5890492,04 525 456,,,,,,4.4,121,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Al Mattar (Airport) - Pharmacy,pharmacy,Beirut,LB,"RFWX+VRH, Old Airport Rd, Lincoln, Lebanon",33.8471994,35.499611,01 455 477,,,,,,4,33,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Sad Al Bouchrieh - Pharmacy,pharmacy,Mount Lebanon,LB,"Sabtiyeh, Lebanon",33.884499,35.5573948,01 880 230,,http://lifeaura.net/,True,,,4.4,43,3,medium,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Badarol - Pharmacy,pharmacy,Beirut,LB,"VGF7+25M, Beirut, Lebanon",33.8725806,35.512935999999996,01 387 731,,https://www.beirut.com/l/15883,True,,,4.7,15,3,medium,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Pharmacie Srour,pharmacy,Mount Lebanon,LB,"New Jdeideh Center، New Jdaide، Jdaideh, Lebanon",33.8926444,35.563319899999996,01 892 525,,,,,,4.3,56,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Alexander - Pharmacy,pharmacy,Beirut,LB,"VGM9+FMH, Beirut, Lebanon",33.8836842,35.5192464,01 333 807,,,,,,4,22,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Jisr El Wati Pharmacy,pharmacy,Beirut,LB,"Jisr El Wati, سن الفيل، Lebanon",33.879973,35.533474999999996,01 488 178,,,,,,4,15,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Pharmacie pharmabio,pharmacy,Mount Lebanon,LB,"Antonine street, Hadat, Lebanon",33.8347011,35.5359262,05 470 595,,,,,,4.9,15,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Pharmacie Jounieh,pharmacy,Mount Lebanon,LB,"Jounieh - Beirut Hwy, Lebanon",33.9797779,35.633648699999995,09 900 485,,,,,,4.3,34,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Safarat Pharmacy,pharmacy,Beirut,LB,"Beirut, Lebanon",33.8583032,35.490699899999996,01 839 383,,,,,,5,5,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Pharmacy A. Obeid,pharmacy,Bekaa,LB,"386 28S St, Zahlé 1801, Lebanon",33.832551200000005,35.9099248,08 804 839,,,,,,4.8,5,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Pharmacie Ramy,pharmacy,Mount Lebanon,LB,"WJJ9+6R3, Beit El Chaar, Lebanon",33.9305006,35.6195382,04 916 336,,,,,,4.3,12,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Pharmacy 2000,pharmacy,Mount Lebanon,LB,"XJF6+GJ6, Kaslik, Lebanon",33.9737837,35.611520899999995,78 971 882,,,,,,3.7,22,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Fattouh Pharmacy,pharmacy,Beirut,LB,"VFJX+P3W, Beirut, Lebanon",33.881873,35.4976993,01 301 058,,,,,,5,4,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Royal Pharmacy,pharmacy,Mount Lebanon,LB,"Old Saida Rd, Hadath, Lebanon",33.8258996,35.5259107,05 470 480,,,,,,4.6,8,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Chtaura Pharmacy,pharmacy,Bekaa,LB,"Main road، Chtoura, Lebanon",33.815797599999996,35.850845299999996,08 540 507,,,,,,4.4,52,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Al Maamoura Pharmacy صيدلية المعمورة,pharmacy,Mount Lebanon,LB,"RGR7+545, Borj El Brajneh, Lebanon",33.8403965,35.512860100000005,01 473 338,,https://www.facebook.com/almaamourapharmacy/,True,,,4.3,68,3,medium,Discovery call - scope the right service,google_places,2026-05-04T11:47:22.394171Z
Perla pharmacy,pharmacy,Beirut,LB,"VF5Q+XHG, Lebanon",33.8599375,35.4889401,01 839 239,,,,,,3.7,12,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
PHARMACY RIZK,pharmacy,Beirut,LB,"RUE ADIB ISHAK، Bayrut, Lebanon",33.8818462,35.517641499999996,03 315 039,,,,,,4.2,10,2,medium,Full digital launch (brand + website + social setup),google_places,2026-05-04T11:47:22.394171Z
Mattar Law Firm - Cabinet D'avocats Mattar - مكتب مطر للمحاماة,lawyer,Beirut,LB,"بناية فقيه، الطابق السابع، Sami El Solh, Bayrut, Lebanon",33.874331399999996,35.5185229,03 359 646,,https://mattarlaw.com/,True,,,5,180,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
Hajj Legal Advisors,lawyer,Beirut,LB,"Furn El Chebbak، Bayrut, Lebanon",33.873293,35.522247,03 701 076,,http://hajjlegaladvisors.com/,True,,,5,104,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
"Choueh Law Firm, مكتب شواح للمحاماة ،Company Trademark & Real Esate Registration Beirut Lebanon",lawyer,Mount Lebanon,LB,"Abou Jaoude Lab, Jal El Dib 1202, Lebanon",33.9073638,35.579389299999995,81 093 987,,https://chouehlawfirm.com/,True,,,5,295,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
Eid Law Firm - Lebanese Lawyer,lawyer,Mount Lebanon,LB,"Bsalim - Centre, 394, بصاليم، Lebanon",33.901457799999996,35.5939426,03 442 422,,https://eidlaw.com/,True,,,4.9,57,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
Hage-Chahine Law Firm,lawyer,Mount Lebanon,LB,"Mohanna Building, 2nd Floor Hazmieh Gardenia Beirut, Lebanon",33.849375699999996,35.5484012,05 452 203,,https://www.hagechahine.com/,True,,,5,6,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
"MCL: Lawyers in Lebanon, Law firms in Lebanon, International Law firm In Lebanon, Trademark registration Lebanon",lawyer,Beirut,LB,"Ashrafieh Tilal Building, Block A7, بيروت، Lebanon",33.8881903,35.5168977,01 207 222,,http://www.menacitylawyers.com/,True,,,4.5,25,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
مكتب الشنتيري للمحاماة | Chantiry Law Firm,lawyer,Mount Lebanon,LB,"Jdeideh , New Jdeideh Street , La Santa Center , 3rd floor, بيروت، Lebanon",33.8924526,35.5640344,71 557 777,,,,,,5,90,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
"Michel Eid Law Firm, Avocat à la Cour at Law Firm in Beirut , Lebanon ( Lawyers / Attorneys and Legal Services) | مكتب محاماة",lawyer,Beirut,LB,"Sami El Solh, Bayrut, Lebanon",33.8728361,35.5175048,03 305 814,,https://drmicheleid.wixsite.com/michel-eid-law-firm,True,,,4.9,26,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
Youssef Bachir Law Firm,lawyer,Mount Lebanon,LB,"4th and 5th Floor, Centre Barbar 4 Barbar Abou Jawdeh Street, جديدة، Lebanon",33.890558,35.558018,01 901 482,,http://youssefbachir.legal/,True,,,4.8,23,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
"Ghanem Law Firm: Law Firm in Lebanon, Lebanese Attorney Beirut",lawyer,Mount Lebanon,LB,Lebanon,33.8891904,35.5554807,01 882 602,,http://www.ghanemlawfirm.com/,True,,,4.7,3,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
JUSTICIA Lawfirm,lawyer,Beirut,LB,"Adlieh، Highway - Facing Justice Palace Sequoia Center - Second Floor، Sami El Solh, Bayrut 2066, Lebanon",33.877248,35.5199411,01 611 717,,http://justiciabc.com/,True,,,4.3,27,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
EL Chaer Law Firm,lawyer,Beirut,LB,"Beirut, Lebanon",33.8980256,35.506450199999996,01 399 399,,http://www.elchaer.law/,True,,,5,2,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Daher and Partners,accounting,Mount Lebanon,LB,طريق البحري Jal El Dib، Lebanon,33.9068469,35.5759879,04 721 333,,http://www.daherandpartners.com/,True,,,5,14,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
SFAI - Choujaa Audit Firm,accounting,Beirut,LB,"Palais De Justice, Beirut, Lebanon",33.8776265,35.5215046,01 611 230,,http://choujaafirm.com/,True,,,5,17,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Audaccon,accounting,Mount Lebanon,LB,"Zalka Rd, Lebanon",33.9025635,35.574963200000006,01 899 886,,http://www.audaccon.com/,True,,,4.8,10,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Accounting & Management Consultants,accounting,Beirut,LB,"St. Elie Street, Hazmieh, Lebanon",33.8559003,35.537555999999995,05 455 117,,https://amclebanon.com/,True,,,4.9,7,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
JB Consulting & Auditing Firm,accounting,Mount Lebanon,LB,Al Bacharia Street، Lebanon,33.9712133,35.6204219,03 099 337,,http://www.jbconsulting-lb.com/,True,,,5,1,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
DFK Fiduciaire du Moyen Orient Beirut Lebanon,accounting,Mount Lebanon,LB,"The Bridge, Beirut Business Center’s world-class، behind Mirna Chalouhi center، Saloumeh road، Sin El Fil, Lebanon",33.8857752,35.546023600000005,01 480 723,,https://www.fmofiduciaire.com/,True,,,4.9,34,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
Tarraf & Associates CPA,accounting,Beirut,LB,"Beirut Symposium Bldg., 5G, Lebanon",33.868716,35.537703,(313) 633-1355,,http://www.tarrafcorp.com/,True,,,5,15,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
IBS for Accounting and Legal Services,accounting,Beirut,LB,"Barbir, Saeb Slem, Yamout Center, 3th Floor, بيروت 1101, Lebanon",33.8784243,35.5063471,71 126 964,,https://ibs-me.co/,True,,,5,12,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
"PAMG, Audit and Financial Consultant",accounting,Beirut,LB,"roundabout, building Getco 2, 9th floor, شارع يوسف الحايك، Fil 0000, Lebanon",33.8772704,35.5395805,03 956 252,,http://www.pamg-lb.com/,True,,,5,4,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Serhal Nassar & Co,accounting,Beirut,LB,"Achrafieh, Beirut, Lebanon",33.8924866,35.516421099999995,01 338 448,,https://www.serhalco.com/,False,,,4.3,3,3,high,Website rebuild + maintenance,google_places,2026-05-04T11:47:22.394171Z
Chlela Audit. Tax. Advisory- INPACT Global,accounting,Mount Lebanon,LB,"Central Street Jdeideh Tower, Jdaideh, Lebanon",33.89079950000001,35.5647576,71 806 480,,https://chlelaaudit.com/,True,,,5,26,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
Jleilaty Auditors & Accountants CPAs,accounting,Mount Lebanon,LB,"Avenue, Jdeideh, Lebanon",33.8888787,35.5650626,01 884 284,,https://www.jleilaty.com/,True,,,,,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
"Nexia Majzoub & Partners, CPAs",accounting,Beirut,LB,"أوتيل ديو Mathaf Center, 5th floor, Museum Area بيروت، Bayrut, Lebanon",33.879515600000005,35.5159577,01 612 226,,http://www.majzoubcpas.com/,True,,,5,3,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
BSF Lebanon (Best Solution Finance),accounting,Beirut,LB,"Badaro street Traboulsi Bldg., 4th floor Above Alouf Pharmacy، Bayrut, Lebanon",33.8739913,35.5163575,01 385 825,,,,,,3,2,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
JMD Audit Firm,accounting,Mount Lebanon,LB,"behind St Takla Chaurch, Bible Society Building, Baouchriyeh, Lebanon",33.8891669,35.5578797,71 010 297,,https://www.jmdaudit.com/,True,,,5,18,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Accounting & Auditing Solutions (A.A.S.),accounting,Mount Lebanon,LB,"After mountazah kfarshima - building Anis Wehbe - Bloc2 - 4th F، Kfar Chima, Lebanon",33.8150294,35.525686199999996,03 589 019,,,,,,5,4,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
Abousleiman & Co.,accounting,Beirut,LB,"Gemmayze, Mar Nicolas Sector, Boutrous Dagher Str., Impasse 24, ElShaftary Bldg، Bayrut, Lebanon",33.8946318,35.5132829,01 571 093,,http://www.abousleimangroup.com/,True,,,4.2,5,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
ODT Audit and Tax Consultancy,accounting,Mount Lebanon,LB,"Al Qannaba street, Baabdat 1235, Lebanon",33.8919523,35.6757536,03 785 725,,https://odt-lb.com/,True,,,5,20,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
PYR Office For Accounting & Auditing,accounting,Mount Lebanon,LB,"Block H، Antelias, Lebanon",33.9128304,35.5939198,04 402 428,,,,,,5,2,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
Haddad Audit Firm,accounting,Mount Lebanon,LB,"near Dr. Maroun, el Hajj, Jeita, Lebanon",33.954962,35.6375181,03 177 352,,https://www.haddadaudit.com/,True,,,5,1,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
MATTA Financial Services,accounting,North Lebanon,LB,"Voix 13, Jbeil, Lebanon",34.1223197,35.653062999999996,03 302 118,,http://mattafinancialservices.com/,True,,,5,24,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
Young & Right - Chartered Accountants,accounting,Mount Lebanon,LB,"Main streey, Jdaideh, Lebanon",33.896080999999995,35.566871299999995,70 368 788,,http://www.youngandright.pro/,True,,,5,4,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
FIAC - Fathi Ismail Auditing & CNSS,accounting,Beirut,LB,"Beirut, Lebanon",33.8787442,35.502966,01 666 778,,,,,,5,17,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
Financy,accounting,Beirut,LB,"Sin El Fil, Lebanon",33.8761206,35.5389129,81 131 073,,https://financy.me/,True,,,5,1,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Kdeissy Audit Firm,accounting,Mount Lebanon,LB,"WH5R+P66, Antelias, Lebanon",33.909192000000004,35.590640799999996,79 106 174,,,,,,5,15,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
Data On Line For Accounting & Financial Consultation,accounting,Mount Lebanon,LB,"RG34+V2H, Haret El Oumaraa, Lebanon",33.8046868,35.5051085,05 435 485,,,,,,5,1,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
Dagher Audit,accounting,Beirut,LB,"Armenia, Lebanon",33.8938535,35.543035499999995,03 776 122,,https://dagheraudit.com/,True,,,5,1,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Kozah Audit,accounting,Mount Lebanon,LB,Jal El Dib، Jal El Dib Highway Candy Bldg 7th Floor، Lebanon,33.906495,35.576625,03 268 462,,http://www.kozahaudit.com/,True,,,5,2,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Baghdadi For Accounting and Auditing (BAA),accounting,Beirut,LB,"Salim Salam, Bayrut, Lebanon",33.8855766,35.4978482,01 815 081,,,,,,5,3,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
Abou Nasr & Associates,accounting,Beirut,LB,"Nahas Building, 3d floor, Georges Haddad Avenue, Saifi, بيروت، Lebanon",33.8937047,35.5092649,01 987 222,,http://www.abounasrcpa.com/,True,,,5,2,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Hatem Audit Firm,accounting,Mount Lebanon,LB,"Kettaneh Street - St Georges Square - Bloc A 3rd Floor، Jal El Dib, Lebanon",33.908142399999996,35.589366399999996,71 279 777,,http://www.hatemauditfirm.com/,True,,,5,2,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Sfeir consultancy office,accounting,Mount Lebanon,LB,"XJJJ+X3G, Fouad Chehab, Lebanon",33.9824384,35.6301945,09 933 607,,http://www.sfeirconsultancy.com/,True,,,5,3,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
GAF - Geahchan Audit Firm,accounting,Beirut,LB,"Jisr El Bacha main road, Sin El Fil, Bacha Gardens Centre.، Block A. Office Number 32. 2nd Floor، Sin El Fil, Lebanon",33.862179,35.539487,01 486 326,,http://geahchanauditfirm.com/,True,,,5,1,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Parker Russell Lebanon,accounting,Beirut,LB,"El Hayek, Douar 1552, Lebanon",33.8772653,35.5395812,050 425 3120,,http://www.parkerrussell-lb.com/,True,,,5,1,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Sarkis Sakr and Partners,accounting,Beirut,LB,"Sarkis Sakr & Partners - UCA Building - 2nd Floor, Sami El Solh, Bayrut 5333, Lebanon",33.873909399999995,35.5179116,01 383 191,,,,,,,,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
Morgan International | Beirut,accounting,Beirut,LB,"Qubic Square Business Center, 4th Floor, Section E, Horsh Tabet, شارع داوود عمون، بيروت، Lebanon",33.8752097,35.53212,01 490 830,,https://www.morganintl.com/,True,,,3.8,13,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
DOUMANI & Co. CPAs,accounting,Beirut,LB,Achrafieh، بيروت، Lebanon,33.887039,35.531166999999996,01 200 838,,http://doumanico.com/,True,,,,,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Attieh Auditing,accounting,Mount Lebanon,LB,"Jal El Dib, Lebanon",33.9058772,35.5865716,03 197 297,,https://www.instagram.com/attiehauditing,True,,,5,4,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Phoenicia for accounting & financial consulting sarl,accounting,Mount Lebanon,LB,"Ain Hala, Lebanon",33.7997578,35.610143799999996,70 409 139,,,,,,5,1,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
Balance Brightness,accounting,Beirut,LB,"Near Peugeot, Bayrut, Lebanon",33.889871899999996,35.5310904,03 877 480,,http://balancebrightness.com/,True,,,5,5,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
FCAA Accounting,accounting,Beirut,LB,"VG57+CJG, Haret Hreik, Lebanon",33.858564699999995,35.5140785,01 540 649,,,,,,5,1,2,high,Lead-gen website + Google Ads launch,google_places,2026-05-04T11:47:22.394171Z
"PKF Chartouni, Atlas centr., 3rd floor",accounting,Beirut,LB,"VGCR+QMQ, Lebanon",33.8719611,35.5417421,01 493 220,,http://www.pkflb.com/,True,,,,,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Jmk auditing & consultancy,accounting,Beirut,LB,"VGH2+8FC, Beirut, Lebanon",33.878323099999996,35.5011455,01 660 998,,http://www.jmkaudit.com/,True,,,,,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
IDEAL MENA,medical_clinic,Mount Lebanon,LB,"Saed Frayha, Hazmiyeh, Lebanon",33.8509727,35.545722,70 367 037,,http://www.idealmena.com/,True,,,5,1,3,high,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
IMCA Consultancy - Horesh Tabet,lawyer,Beirut,LB,"Kaline Center, Horsh Tabet, شارع فؤاد شهاب، Lebanon",33.8715682,35.5415796,81 374 727,,https://www.imcaconsultancy.com/,True,,,4.9,62,3,high,Lead-gen overhaul (landing pages + Google Ads + WhatsApp capture),google_places,2026-05-04T11:47:22.394171Z
Brummana High School,school,Mount Lebanon,LB,"برومانا, رومية، Lebanon",33.880350799999995,35.6244113,24 960 430,,http://www.bhs.edu.lb/,True,,,,,3,medium,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
American Community School Beirut,school,Beirut,LB,"Ras Beirut, Beirut, Lebanon",33.9009116,35.4760925,01 374 370,,http://www.acs.edu.lb/,True,,,,,3,medium,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Al-Hayat International School,school,Mount Lebanon,LB,"Al hayat International School, Ram Bchamoun, Lebanon",33.768326699999996,35.4930245,70 817 217,,http://www.his.edu.lb/,True,,,,,3,medium,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
The International School of Choueifat - Choueifat,school,Mount Lebanon,LB,"Charlie Saad street Chouaifet El Aamroussieh, Lebanon",33.8083232,35.5205596,05 430 430,,https://iscchoueifat.sabis.net/,True,,,,,3,medium,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
Eastwood International School Beirut,school,Mount Lebanon,LB,"Sami Solh Street Mansourieh el Metn، Bayrut, Lebanon",33.859437199999995,35.563310099999995,04 409 307,,https://eastwoodis.com/,True,,,,,3,medium,SEO audit + visibility upgrade,google_places,2026-05-04T11:47:22.394171Z
