name,category,region,country,address,lat,lon,phone,email,website,website_live,facebook,instagram,whatsapp,linkedin,rating,review_count,completeness_score,lead_score,industry_priority,recommended_service,source,scraped_at
حنون,computer,Beirut,LB,,33.8672698,35.5210844,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
ماكدونالدز,fast_food,South Lebanon,LB,صيدا,33.558823,35.3796219,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Alshibani,cosmetics,Beirut,LB,,33.8522595,35.4939719,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
فندق رخيص,motel,South Lebanon,LB,El Taïri,33.1425741,35.4090234,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Ayoub Computer,computer,Beirut,LB,,33.8587732,35.5124996,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
استراحة أبو هادي,cafe,Beirut,LB,أوتستراد هادي نصرالله,33.8630825,35.5102587,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Lebanor SAL Refinery,jewelry,Mount Lebanon,LB,,33.8877148,35.5530371,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
كلير,convenience,Mount Lebanon,LB,,33.8929584,35.5590442,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Fawar Al Hasbani,restaurant,South Lebanon,LB,,33.4053328,35.6645779,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Bouzet Salem,restaurant,North Lebanon,LB,"M3 - Autoroute al-Arz, Kousba",34.3039672,35.852842,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Massaad,restaurant,Mount Lebanon,LB,,33.8924765,35.5593274,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
أب عبدو,confectionery,Mount Lebanon,LB,,33.8170728,35.6073975,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
حطبة ونار,restaurant,Akkar,LB,,34.5804469,36.2666655,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
لو ريغال,supermarket,Mount Lebanon,LB,,33.8522864,35.5466121,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
green village,restaurant,Mount Lebanon,LB,,33.8773442,35.7330252,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
hidden valley,restaurant,Mount Lebanon,LB,,33.8722828,35.7341309,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
وجبة خفيفة أديب,restaurant,Mount Lebanon,LB,ريفون,33.978066,35.7068017,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
دجاج وتوم كفرشيما,fast_food,South Lebanon,LB,كفرشيما الجسر - طريق صيدا القديمة,33.8229839,35.5274621,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Johny's Cocktail,cafe,Mount Lebanon,LB,,33.8903468,35.5618264,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Bartartine,restaurant,Mount Lebanon,LB,,33.9185155,35.6159394,,,https://bar-tartine.com/,True,,media,,https://linkedin.com/company/bartartine,,,3,35,high,SEO audit + visibility upgrade,osm,2026-05-04T13:12:10.490486Z
أي إل سي إس,computer,Mount Lebanon,LB,,33.8630197,35.5510682,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
CBM Fanar,computer,Mount Lebanon,LB,,33.8804133,35.5741051,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
محل بهجت محمود عبد الصمد,convenience,Mount Lebanon,LB,عماطور,33.6426379,35.6082655,,,,,,,,,,,1,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
إف إم سي,hairdresser,Beirut,LB,,33.8955146,35.4902018,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
ريمون فغالي,electronics,Mount Lebanon,LB,,33.8851643,35.5859744,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
باربار سناك,restaurant,Beirut,LB,,33.8947473,35.4953134,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
غسان عيد,electronics,Beirut,LB,,33.8741658,35.532945,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
أستاذ,restaurant,Beirut,LB,,33.8852207,35.4930167,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
النورس,restaurant,Bekaa,LB,,33.999309,36.215928,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
المصطفى الحارة (ع),school,Beirut,LB,,33.8569782,35.5050423,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
أفران الصحة,bakery,Bekaa,LB,,33.8632764,35.9914495,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
فروج آلِ عبد الله,fast_food,Beirut,LB,,33.8487663,35.5187107,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
وسترن يونيون,bank,Bekaa,LB,,33.8503355,36.007328,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
هوا تشيكن,butcher,Mount Lebanon,LB,,33.8551245,35.571657,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
ملحمة مار شربل,butcher,Mount Lebanon,LB,,33.876263,35.5512525,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
الاعتماد المالي,bank,Beirut,LB,,33.8613068,35.5323074,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
شركة شعيا وعازار,hardware,Mount Lebanon,LB,,33.8884661,35.5642465,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Abou Khalil Tools,hardware,Mount Lebanon,LB,"51, saydeh church road",33.8027628,35.5432668,,,,,,,,,,,1,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
سيل للأحذية جملة,shoes,Beirut,LB,,33.8511905,35.5050701,,mohammed.shokeir@gmail.com,,,,,,,,,1,35,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Festival Cafe,cafe,South Lebanon,LB,,33.5665744,35.391,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Pharmacie Jisr el Wati,pharmacy,Mount Lebanon,LB,sin el fil,33.8798992,35.5334756,,,,,,,,,,,1,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Ferrari Car repair shop,car_repair,Mount Lebanon,LB,Sin El Fil,33.8802228,35.5329177,,,,,,,,,,,1,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
سل الموسوي,mobile_phone,South Lebanon,LB,,33.2651587,35.2175677,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مقهى أوك,cafe,South Lebanon,LB,,33.2650725,35.2176225,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
صيدلية سماحة,pharmacy,Mount Lebanon,LB,"44, Street 100, Dekwaneh",33.8779486,35.542243,,,,,,,,,,,1,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
كاربت بلس,furniture,Mount Lebanon,LB,,33.9371607,35.5905832,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مطعم دنون,restaurant,North Lebanon,LB,,34.4387672,35.8374947,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مصرف,bank,Mount Lebanon,LB,,33.9102399,35.7109513,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
بريد,post_office,Mount Lebanon,LB,,33.9134819,35.7101203,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Queen Land,restaurant,Mount Lebanon,LB,,33.6427245,35.5331298,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
الفنق,restaurant,Mount Lebanon,LB,,34.0108465,35.6468801,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
top Limo wedding cars,car_rental,Mount Lebanon,LB,,33.888933,35.5647974,,,http://www.toplimpweddings.com,False,,,,,,,1,28,medium,Website rebuild + maintenance,osm,2026-05-04T13:12:10.490486Z
ديوان بيروت,restaurant,Beirut,LB,,33.8922672,35.5210997,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
دجاج كنتاكي,fast_food,Mount Lebanon,LB,عاليه,33.8121547,35.6083763,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
chebel mourani,doctors,Mount Lebanon,LB,طلعة نيو روضة,33.877377,35.558556,,,,,,,,,,,1,15,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
Kingston town,bar,Beirut,LB,شارع أرمينيا,33.8963463,35.5244753,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Ketlit 3ekad,jewelry,Mount Lebanon,LB,,33.9510097,35.5951816,,sarahaboujaoudeh@gmail.com,,,,,,,,,1,35,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
gallery matta,furniture,Mount Lebanon,LB,,33.9672345,35.6837732,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
The J's,restaurant,Beirut,LB,شارع الشيخ الياس كسبار,33.8965561,35.4805345,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
ملحمة ومشاوي ومعجنات بعلبك,restaurant,Beirut,LB,شارع أحمد الصلح,33.8648499,35.4836073,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
كاريبو كفي,cafe,Beirut,LB,,33.8952988,35.4843495,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Wissam haddad pro mini workshop,car_repair,Mount Lebanon,LB,,33.8856897,35.5856345,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مستوصف وادي خالد - المحطة,hospital,Akkar,LB,طريق واد خالد,34.6304927,36.3785109,,,,,,,,,,,1,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
زيكو,supermarket,Akkar,LB,,34.6246394,36.3865221,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
الحسين,supermarket,Akkar,LB,,34.624561,36.3865526,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
رجم عيسى,school,Akkar,LB,,34.6235015,36.3856975,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مقهى الدرج,cafe,Akkar,LB,طريق وادي خالد,34.622904,36.3899755,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مدرسة رجح خلف,school,Akkar,LB,,34.6228566,36.3882808,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
ياسين,books,Akkar,LB,,34.6274358,36.3865168,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
الحجي,supermarket,Akkar,LB,,34.6240268,36.3871642,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
يوسف,butcher,Akkar,LB,,34.624438,36.3868324,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
الأسعد,supermarket,Akkar,LB,,34.6231025,36.3891532,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
ثانوية وادي خالد الرسمية,school,Akkar,LB,,34.6212148,36.3893785,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
عيادة الدكتور رامي الاسعد,dentist,Akkar,LB,,34.6233328,36.388867,,,,,,,,,,,0,15,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
صالون رائد,hairdresser,Akkar,LB,,34.625346,36.3858659,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
شلالات نبع مرشد,restaurant,Mount Lebanon,LB,,33.6537895,35.625,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
بجت,car_rental,Beirut,LB,,33.8834729,35.543603,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
موسى,supermarket,Akkar,LB,,34.6415555,36.3620091,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
المصور خزعل,photo,Akkar,LB,,34.6601686,36.3487846,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
حسون للسيارات,car_rental,Akkar,LB,,34.6412847,36.3621551,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
بكار تشيكن,restaurant,Akkar,LB,,34.6609365,36.3467782,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
خالد الشيخ,studio,Akkar,LB,,34.6605409,36.3483532,,,,,,,,,,,0,0,low,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
سوبر ماركت الارز,supermarket,North Lebanon,LB,,34.3237379,35.7385675,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
استراحة ابو نبيل فرن,fast_food,North Lebanon,LB,,34.2604449,35.8830426,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Bet,guest_house,Beirut,LB,,33.854079,35.5074486,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مطعم ابو جوزف,restaurant,North Lebanon,LB,,34.2547515,35.9554702,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Bab Sharki - Le Jardin,restaurant,Beirut,LB,شارع وديع نعيم,33.8896464,35.5127414,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مطعم غرين لاند,restaurant,North Lebanon,LB,,34.2474025,35.9884797,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
طبلية مسعد,fast_food,Mount Lebanon,LB,,34.0097898,35.6494655,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Grocery Outlet,supermarket,North Lebanon,LB,,34.2387648,35.9981611,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
فلافل أبو سعود,fast_food,Akkar,LB,,34.631038,36.3748873,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
gallerie matta ajaltoun,furniture,Mount Lebanon,LB,,33.9618741,35.6910702,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
حلويات السواس,confectionery,Akkar,LB,,34.6569585,36.3446811,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
كافي تل التين,cafe,Akkar,LB,,34.6528917,36.3329271,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مجوهرات أبو عرب,jewelry,Akkar,LB,,34.6602028,36.3457407,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
"Ô bois, la vie en rose",restaurant,Mount Lebanon,LB,,33.9172079,35.737811,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مقهى برو,cafe,Mount Lebanon,LB,,33.8805291,35.5530822,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
روبرتو بيتزا,fast_food,Mount Lebanon,LB,,33.878547,35.5506477,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
بيبلوس,bank,Akkar,LB,القبيات,34.5737081,36.2808287,,,,,,,,,,,1,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
منزل جان مراد,post_office,Bekaa,LB,,33.6374894,35.9042489,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
بناية برباري وياغي منزل جان مراد,post_office,Mount Lebanon,LB,الحدث,33.832476,35.5303499,,,,,,,,,,,1,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
حاجز حديد,post_office,Mount Lebanon,LB,الحدث,33.8342627,35.5272258,,,,,,,,,,,1,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Mayouli Guest House,hotel,North Lebanon,LB,soutouh street,34.2668669,35.6677524,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
CE-intl,architect,Mount Lebanon,LB,"Sahel Alma, Jounieh",33.999503,35.6525286,,,,,,,,,,,1,15,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
Animed Veterinary Hospital,veterinary,Mount Lebanon,LB,أتستراد البحر,33.9788507,35.6191655,,,,,,,,,,,1,15,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
برعشيت,community_centre,South Lebanon,LB,,33.1808593,35.4416423,,,,,,,,,,,0,0,low,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
بابا شكن,restaurant,North Lebanon,LB,,34.2983529,35.8409469,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
جلجامش,restaurant,Mount Lebanon,LB,,33.9157149,35.6008792,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Abdul Ghani Arayssi,guest_house,Beirut,LB,,33.8835449,35.4996703,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
أبو هادي شقير,cafe,Beirut,LB,,33.8778789,35.4841839,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Libanais,restaurant,Beirut,LB,,33.9001566,35.5040513,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Antoine,books,Mount Lebanon,LB,,33.8525162,35.5461578,,,https://www.antoineonline.com,False,,,,,,,1,28,medium,Website rebuild + maintenance,osm,2026-05-04T13:12:10.490486Z
La Senza,clothes,Beirut,LB,,33.8999092,35.5037809,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Jeans Couture,clothes,Beirut,LB,,33.899981,35.5038119,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
فيرو مودا,clothes,Beirut,LB,,33.899396,35.5034061,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
منقو,clothes,Beirut,LB,,33.8993927,35.503558,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
جاك & جونز,clothes,Beirut,LB,,33.899491,35.5034449,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
The MET,restaurant,Beirut,LB,,33.9001528,35.5042403,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Salsa,clothes,Beirut,LB,,33.9000045,35.5036545,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Sushi Is Yabani,restaurant,Beirut,LB,,33.9001467,35.5035723,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Keif,cafe,Beirut,LB,شارع يوسف كرم,33.8876995,35.5243764,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Le Chef,restaurant,Beirut,LB,,33.8949181,35.5150504,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
كبتشينو غراند كافيه,restaurant,Beirut,LB,بيروت,33.9033963,35.4988125,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
جي إم,shoes,Mount Lebanon,LB,,33.9323278,35.6064337,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مطعم خان بغداد,restaurant,Beirut,LB,"شارع ألفرد نوبل, بيروت",33.8939005,35.4832957,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
شقق مفروشة,motel,Beirut,LB,,33.8946557,35.4800547,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Woodbees,restaurant,Mount Lebanon,LB,جل الديب,33.9033726,35.5734943,,,,,,,,,,,1,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Coulis,confectionery,Mount Lebanon,LB,,33.8374012,35.5403811,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Dr. Tarek Bahmad dental clinic,clinic,Bekaa,LB,Daher al Ahmar,33.5313033,35.8319694,,,,,,,,,,,1,15,high,Lead-gen website + Google Ads launch,osm,2026-05-04T13:12:10.490486Z
جمبزة,bar,Beirut,LB,,33.8963869,35.5245463,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
شوبرز,supermarket,Beirut,LB,,33.8906811,35.4739635,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
شارع نقابة الاطباء,jewelry,North Lebanon,LB,,34.4449306,35.8269039,,,,,,,,,,,0,15,high,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
الأطباء الشوف,pharmacy,Mount Lebanon,LB,بقعاتا,33.666844,35.601701,,,,,,,,,,,1,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
kanj l7adisa,pharmacy,Beirut,LB,,33.867727,35.498436,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Pharmacie Anna,pharmacy,Beirut,LB,,33.8601928,35.523379,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Hekma,pharmacy,Mount Lebanon,LB,,33.6817598,35.5881774,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
مار شربل الجديد سن الفيل,pharmacy,Beirut,LB,,33.868276,35.536204,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
sef aldin aljadida,pharmacy,Beirut,LB,,33.872622,35.496272,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
sbeity,pharmacy,Beirut,LB,,33.8518381,35.4938539,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
Sandra hadath,pharmacy,Mount Lebanon,LB,,33.843301,35.5334483,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
لافيدا سن الفيل,pharmacy,Beirut,LB,,33.888123,35.536527,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
New Trad,pharmacy,Beirut,LB,,33.8891895,35.543452,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
وردية حمراء,pharmacy,Beirut,LB,بيروت,33.896653,35.4869302,,,,,,,,,,,1,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
mnaymne,pharmacy,Beirut,LB,,33.87358,35.497322,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
سانتا ماريا برج حمود,pharmacy,Beirut,LB,,33.8912995,35.5425042,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
hayat chouf,pharmacy,Mount Lebanon,LB,,33.675376,35.616974,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
bchemoun l7adisa,pharmacy,Mount Lebanon,LB,,33.792442,35.497065,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
طوارق,pharmacy,Beirut,LB,,33.8750962,35.5041221,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
isis bak3ata,pharmacy,Mount Lebanon,LB,,33.6843751,35.5847736,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
رندا داود علي,pharmacy,Mount Lebanon,LB,,33.6213648,35.4092802,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
سانت الي elie,pharmacy,Mount Lebanon,LB,,33.964941,35.6157421,,,,,,,,,,,0,8,medium,Full digital launch (brand + website + social setup),osm,2026-05-04T13:12:10.490486Z
